#Pommier Melgueil Braeburn 64				
CODE :	FORM-A			
CLASSES:				
SYMBOL	SCALE	DECOMPOSITION	INDEXATION	DEFINITION
$ 	0	FREE	FREE	IMPLICIT
P	1	FREE	FREE	EXPLICIT
R	2	PURELINEAR	FREE	IMPLICIT
M	2	PURELINEAR	FREE	IMPLICIT
S	2	PURELINEAR	FREE	IMPLICIT
I	3	FREE	FREE	EXPLICIT
U 	3	FREE	FREE	EXPLICIT
W	3	FREE	FREE	EXPLICIT
D 	3	FREE	FREE	EXPLICIT
E	4	FREE	FREE	EXPLICIT
F	4	FREE	FREE	EXPLICIT

DESCRIPTION :			
LEFT	RIGHT	RELTYPE	MAX
R	R,M,S	+	?
R	R,M,S	<	1
M	R,M,S	+	?
M	M,S	<	1
S	R,M,S	+	?
S	S	<	1
U	U,W,I,D	+	?
U	U,W,I,D	<	1
W	U,W,I,D	+	?
W	U,W,I,D	<	1
I	U,W,I,D	+	?
D	U,W,I,D	<	1
D	D, W	+	?
E	E,F	+	?
E	E,F	<	1


FEATURES:			
NAME	TYPE		
TopDia	REAL		
XX	REAL		
YY	REAL		
ZZ	REAL		
d98	REAL		
Nli98	INT		
x98	REAL		
y98	REAL		
z98	REAL		
d97	REAL		
rem	ALPHA		
Nli97	INT
x97	REAL
y97	REAL
z97	REAL
Nfruit	REAL
MS	REAL
fermete	REAL
IR	REAL
diam	REAL
hauteur	REAL
color	REAL
codeami	REAL
Poids	REAL
Densite	REAL
Hertz	REAL
Elson	REAL
lin	INT																																		

MTG:																																			
ENTITY-CODE								TopDia	XX	YY	ZZ	d98	Nli98	x98	y98	z98	d97	rem	Nli97	x97	y97	z97	Nfruit	MS	fermete	IR	diam	hauteur	color	codeami	Poids	Densite	Hertz	Elson	lin
			^<E16										149						49	-60.36	-75.46	-69.04													238
			^<I98/E1										150	109.1	-49.14	-49.65																			239
				+W98/E1<<E5				33	5.28	-4.12	-51.23	5	151	106.57	-51.22	-51.03																			240
				^<E6<<E8																															241
					+S1/I99/E1+D99/E1				5.93	-7.45	-46.25																								242
				^<E9																															243
					+S1/I99/E1+D99/E1				7.85	-9.98	-44.76																								244
				^<E10<<E12									152	98.79	-52.6	-43.55																			245
				^<I99/E1					7.35	-10.24	-41.81																								246
					+D99/E1				7.02	-11.96	-41.04																								247
				^<F8																															248
^<E34													153																						249
	+R1/I95/E1+U95/E1<<E5											24.4	154	124.33	12.6	-104.73	217		50	-24.22	-1.36	-99.56													250
	^<E6<<E10											21.7	155	119.77	20.73	-110.03	197		51	-29.16	7.42	-105.48													251
	^<E11<<E15											20.7	156	115.18	29.22	-110.6	193		52	-34.47	16.25	-106.79													252
	^<E16<E17												157																						253
		+R1/I96/E1+U96/E1<<E5						94	98.33	-8.41	-107.02	10.7	158	107.27	34.45	-105.17	104		53	-41.03	20.7	-106.01													254
		^<E6<<E10										9.3	159	98.19	37.33	-104.58	85		54	-47.85	20.08	-106.23													255
		^<E11<<E15						91	101.75	-20.63	-109.24	9.1	160	92.54	39.88	-103.19	80		55	-55.07	20.49	-109.58													256
		^<E16<<E20										9	161	91.46	42	-102.97	79		56	-56.46	21.09	-110.52													257
		^<E21<<E23											162																						258
			+S1/I97/E1+D97/E1										163						57	-58.17	19.65	-114.12													259
			^<I98/E1+D98/E1										164	89.15	42.72	-108.94																			260
			^<I99/E1+D99/E1						103.51	-25.99	-115.53																								261
		^<E24											165																						262
			+S1/I97/E1+D97/E1										166						58	-57.87	23.72	-112.92													263
